	chr	source	feature	start	end	score	strand	frame	attribute	close_sites
2003674	14	havana	gene	26208036	26208424	.	+	.	" ""CYB5AP5"""	[]
2003677	14	ensembl_havana	gene	26443090	26598033	.	-	.	" ""NOVA1"""	[]
2003828	14	havana	gene	26592747	26594517	.	-	.	" ""AL079343.1"""	[]
2003831	14	havana	gene	26598369	26806467	.	+	.	" ""LINC02588"""	[]
2003885	14	havana	gene	26599755	27295516	.	+	.	" ""AL110292.1"""	[]
2003907	14	havana	gene	26775495	26822107	.	-	.	" ""LINC02294"""	[]
2003913	14	havana	gene	26809340	26836458	.	+	.	" ""LINC02293"""	[]
2003957	14	havana_tagene	gene	26831401	26873036	.	-	.	" ""AL132718.1"""	[]
2003962	14	havana	gene	26873092	26918594	.	+	.	" ""MIR4307HG"""	[]
2004107	14	mirbase	gene	26908642	26908725	.	+	.	" ""MIR4307"""	[]
2004110	14	havana	gene	27258717	27845286	.	-	.	" ""AL390334.1"""	[]
2004133	14	havana	gene	27612577	27639636	.	+	.	" ""LINC00645"""	[]
2004162	14	mirbase	gene	27633205	27633278	.	-	.	" ""MIR3171"""	[]
2004165	14	havana	gene	28264390	28265974	.	+	.	" ""BNIP3P1"""	[]
2004170	14	havana	gene	28318141	28418612	.	+	.	" ""AL139023.1"""	[]
2004175	14	havana	gene	28489910	28490362	.	+	.	" ""RPL26P3"""	[]
2004178	14	havana	gene	28592223	28613623	.	-	.	" ""LINC02300"""	[]
2004183	14	havana	gene	28593779	28593919	.	+	.	" ""EIF4A1P12"""	[]
2004186	14	havana	gene	28673241	28673727	.	-	.	" ""BTF3P2"""	[]
2004189	14	havana	gene	28726675	28765292	.	-	.	" ""FOXG1-AS1"""	[]
2004216	14	havana	gene	28760330	28770277	.	+	.	" ""FOXG1"""	[]
2004245	14	ensembl_havana	gene	28771676	28823817	.	+	.	" ""LINC01551"""	[]
2004281	14	havana	gene	28782909	28785798	.	-	.	" ""LINC02282"""	[]
2004292	14	havana	gene	28800084	28830204	.	-	.	" ""LINC02281"""	[]
2004303	14	havana	gene	28829881	28968400	.	+	.	" ""LINC02327"""	[]
2004420	14	havana	gene	28857384	28858701	.	-	.	" ""AL122126.1"""	[]
2004423	14	havana	gene	28875404	29064993	.	-	.	" ""LINC02326"""	[]
2004456	14	ensembl	gene	28901236	28901347	.	-	.	" ""Y_RNA"""	[]
2004459	14	havana	gene	28936889	29372406	.	+	.	" ""AL135878.1"""	[]
2004503	14	ensembl	gene	28982303	28982410	.	-	.	" ""RNU6-864P"""	[]
2004506	14	havana	gene	29210986	29392048	.	-	.	" ""AL133166.1"""	[]
2004585	14	havana	gene	29390074	29436412	.	+	.	" ""AL158058.1"""	[]
2004599	14	havana	gene	29415856	29500460	.	-	.	" ""AL158058.2"""	[]
2004606	14	ensembl	gene	29476784	29476912	.	+	.	" ""RNU11-5P"""	[]
2004609	14	ensembl_havana	gene	29576479	30191898	.	-	.	" ""PRKD1"""	[]
2004862	14	havana	gene	29652809	29657916	.	+	.	" ""AL356756.1"""	[]
2004866	14	ensembl	gene	29811916	29812018	.	+	.	" ""RNU6-1234P"""	[]
2004869	14	havana_tagene	gene	29928445	29932756	.	+	.	" ""AL355053.1"""	[]
2004873	14	havana	gene	29940745	29980212	.	+	.	" ""AL133372.3"""	[]
2004880	14	havana	gene	29952397	30297043	.	-	.	" ""AL133372.2"""	[]
2004893	14	havana	gene	30055210	30055954	.	+	.	" ""AL133372.1"""	[]
2004896	14	havana	gene	30370108	30373115	.	+	.	" ""AL079305.1"""	[]
2004899	14	havana	gene	30437992	30573629	.	-	.	" ""G2E3-AS1"""	[]
2004920	14	ensembl	gene	30519161	30519318	.	+	.	" ""AL117355.1"""	[]
2004923	14	havana	gene	30541776	30542188	.	-	.	" ""SYF2P1"""	[]
2004926	14	ensembl_havana	gene	30559158	30620064	.	+	.	" ""G2E3"""	[]
2005178	14	ensembl_havana	gene	30622311	30735850	.	+	.	" ""SCFD1"""	[]
2005743	14	havana	gene	30683045	30683598	.	-	.	" ""UBE2CP1"""	[]
2005746	14	havana	gene	30734926	30822702	.	-	.	" ""AL121852.1"""	[]
2005751	14	havana	gene	30791098	30791489	.	+	.	" ""RPL12P5"""	[]
2005754	14	havana	gene	30819714	30819914	.	+	.	" ""AL049830.2"""	[]
2005757	14	havana	gene	30821419	30821843	.	+	.	" ""AL049830.1"""	[]
2005760	14	ensembl_havana	gene	30874514	30895065	.	+	.	" ""COCH"""	[]
2006050	14	havana	gene	30876179	30889808	.	-	.	" ""AL049830.3"""	[]
2006071	14	ensembl_havana	gene	30893799	31026401	.	-	.	" ""STRN3"""	[]
2006223	14	havana	gene	30964347	30964622	.	+	.	" ""HIGD1AP17"""	[]
2006226	14	mirbase	gene	31014646	31014742	.	-	.	" ""MIR624"""	[]
2006229	14	havana	gene	31018446	31018796	.	+	.	" ""AL049830.4"""	[]
2006232	14	ensembl_havana	gene	31025106	31130996	.	+	.	" ""AP4S1"""	[]
2006458	14	ensembl_havana	gene	31100112	31207804	.	-	.	" ""HECTD1"""	[]
2006943	14	havana	gene	31111569	31112239	.	-	.	" ""RPL21P5"""	[]
2006947	14	ensembl	gene	31142939	31143048	.	+	.	" ""RNU6-541P"""	[]
2006950	14	ensembl	gene	31244761	31244861	.	+	.	" ""Y_RNA"""	[]
2006953	14	havana	gene	31248628	31302739	.	+	.	" ""AL136418.1"""	[]
2006961	14	ensembl	gene	31258608	31258709	.	-	.	" ""Y_RNA"""	[]
2006964	14	ensembl_havana	gene	31291788	31420550	.	-	.	" ""HEATR5A"""	[(14, 31275868.0, 31476398.0), (14, 31276017.0, 31476257.0)]
2007181	14	havana	gene	31320224	31320634	.	-	.	" ""AL139353.3"""	[(14, 31275868.0, 31476398.0), (14, 31276017.0, 31476257.0)]
2007184	14	havana	gene	31334312	31457441	.	-	.	" ""AL139353.1"""	[(14, 31275868.0, 31476398.0), (14, 31276017.0, 31476257.0)]
2007264	14	havana	gene	31420286	31452883	.	+	.	" ""AL139353.2"""	[(14, 31275868.0, 31476398.0), (14, 31276017.0, 31476257.0)]
2007282	14	ensembl_havana	gene	31446036	31457506	.	-	.	" ""DTD2"""	[(14, 31275868.0, 31476398.0), (14, 31276017.0, 31476257.0)]
2007320	14	havana	gene	31462795	31463371	.	-	.	" ""AL163973.1"""	[(14, 31275868.0, 31476398.0), (14, 31276017.0, 31476257.0)]
2007323	14	ensembl_havana	gene	31482875	31488039	.	-	.	" ""GPR33"""	[]
2007333	14	ensembl_havana	gene	31489956	31861224	.	+	.	" ""NUBPL"""	[]
2007502	14	havana	gene	31553358	31558498	.	-	.	" ""AL163973.3"""	[]
2007507	14	havana	gene	31558507	31561334	.	-	.	" ""AL163973.2"""	[]
2007511	14	ensembl	gene	31662039	31662143	.	-	.	" ""RNU6-602P"""	[]
2007514	14	ensembl	gene	31686692	31686798	.	-	.	" ""RNU6-455P"""	[]
2007517	14	havana	gene	31925801	31930146	.	-	.	" ""AL355112.1"""	[]
2007521	14	havana	gene	31944853	31950382	.	+	.	" ""LINC02313"""	[]
2007525	14	havana	gene	31964550	31965095	.	+	.	" ""AL352984.2"""	[]
2007530	14	havana	gene	32006902	32018685	.	+	.	" ""AL352984.1"""	[]
2007534	14	havana	gene	32074946	32076793	.	-	.	" ""ARHGAP5-AS1"""	[]
2007537	14	ensembl_havana	gene	32076114	32159728	.	+	.	" ""ARHGAP5"""	[]
2007700	14	havana	gene	32149176	32158008	.	-	.	" ""AL161665.1"""	[]
2007704	14	havana_tagene	gene	32200433	32201736	.	-	.	" ""AL161665.2"""	[]
2007707	14	ensembl	gene	32202045	32202151	.	+	.	" ""RNU6-7"""	[]
2007710	14	ensembl	gene	32203163	32203269	.	-	.	" ""RNU6-8"""	[]
2007713	14	havana	gene	32241524	32243093	.	-	.	" ""AL136298.2"""	[]
2007716	14	havana	gene	32271857	32272301	.	-	.	" ""AL136298.3"""	[]
2007719	14	ensembl_havana	gene	32329298	32837684	.	+	.	" ""AKAP6"""	[]
2007884	14	havana	gene	32373337	32417974	.	-	.	" ""AL136298.1"""	[]
2007893	14	ensembl	gene	32442341	32442639	.	+	.	" ""RN7SL660P"""	[]
2007896	14	havana	gene	32484098	32484800	.	-	.	" ""MTCO1P2"""	[]
2007899	14	havana	gene	32879246	32882830	.	+	.	" ""AL049781.1"""	[]
2007902	14	ensembl_havana	gene	32934933	33804176	.	+	.	" ""NPAS3"""	[]
2008135	14	havana_tagene	gene	33597057	33600989	.	-	.	" ""AL161851.1"""	[]
2008139	14	havana_tagene	gene	33677360	33682886	.	-	.	" ""AL161851.2"""	[]
2008143	14	ensembl_havana	gene	33924227	34462774	.	-	.	" ""EGLN3"""	[]
2008230	14	havana	gene	34040097	34059300	.	+	.	" ""EGLN3-AS1"""	[]
2008235	14	havana	gene	34416687	34417602	.	-	.	" ""AL356806.1"""	[]
2008238	14	ensembl_havana	gene	34432788	34462240	.	-	.	" ""SPTSSA"""	[]
2008248	14	havana	gene	34485979	34486447	.	+	.	" ""RPL23AP71"""	[]
2008251	14	ensembl_havana	gene	34515938	34539711	.	-	.	" ""EAPP"""	[]
2008323	14	havana	gene	34541044	34541714	.	+	.	" ""AL445363.3"""	[]
2008326	14	havana	gene	34541740	34546329	.	-	.	" ""AL445363.1"""	[]
2008334	14	ensembl	gene	34546714	34546877	.	+	.	" ""RNU1-27P"""	[]
2008337	14	ensembl	gene	34556226	34556389	.	-	.	" ""RNU1-28P"""	[]
2008340	14	havana	gene	34556774	34561298	.	+	.	" ""AL445363.2"""	[]
2008348	14	ensembl_havana	gene	34561093	34630160	.	-	.	" ""SNX6"""	[]
2008592	14	havana	gene	34568689	34569129	.	-	.	" ""RPS19P3"""	[]
2008595	14	ensembl	gene	34659564	34659878	.	-	.	" ""Metazoa_SRP"""	[]
2008598	14	ensembl	gene	34675891	34675994	.	+	.	" ""RNU6-1261P"""	[]
2008601	14	havana	gene	34694170	34694644	.	+	.	" ""RPL23AP8"""	[]
2008604	14	ensembl_havana	gene	34709113	34714823	.	-	.	" ""CFL2"""	[]
2008726	14	havana	gene	34740336	34740833	.	-	.	" ""RPL12P6"""	[]
2008729	14	ensembl_havana	gene	34752731	34875647	.	-	.	" ""BAZ1A"""	[]
2008963	14	ensembl	gene	34845300	34845360	.	-	.	" ""RNU7-41P"""	[]
2008966	14	havana	gene	34874343	34876459	.	+	.	" ""AL121603.2"""	[]
2008969	14	havana	gene	34920858	34982532	.	-	.	" ""SRP54-AS1"""	[]
2008998	14	havana	gene	34920865	34921006	.	+	.	" ""AL121603.1"""	[]
2009001	14	havana	gene	34939324	34940332	.	+	.	" ""IGBP1P1"""	[]
2009004	14	ensembl_havana	gene	34981957	35029567	.	+	.	" ""SRP54"""	[]
2009224	14	ensembl_havana	gene	35044907	35113130	.	+	.	" ""FAM177A1"""	[]
2009354	14	ensembl_havana	gene	35085467	35122517	.	-	.	" ""PPP2R3C"""	[]
2009700	14	havana	gene	35086035	35088059	.	+	.	" ""AL049776.1"""	[]
2009703	14	ensembl_havana	gene	35121846	35277622	.	+	.	" ""PRORP"""	[]
2009860	14	havana	gene	35122549	35317474	.	+	.	" ""AL121594.1"""	[]
2009896	14	havana	gene	35144021	35144480	.	-	.	" ""RPL23AP70"""	[]
2009899	14	havana	gene	35157904	35159099	.	-	.	" ""SEPTIN7P1"""	[]
2009902	14	havana	gene	35219023	35219283	.	-	.	" ""MRPL57P8"""	[]
2009905	14	havana	gene	35222174	35222746	.	+	.	" ""DPRXP3"""	[]
2009908	14	havana	gene	35235180	35235651	.	-	.	" ""RPL7AP3"""	[]
2009911	14	havana	gene	35262462	35263036	.	+	.	" ""RPL9P3"""	[]
2009914	14	ensembl_havana	gene	35278633	35317493	.	+	.	" ""PSMA6"""	[]
2010139	14	havana	gene	35362232	35363628	.	-	.	" ""AL133163.2"""	[]
2010143	14	havana	gene	35388121	35389069	.	-	.	" ""AL133163.1"""	[]
2010146	14	ensembl_havana	gene	35401511	35404749	.	-	.	" ""NFKBIA"""	[]
2010240	14	havana	gene	35430260	35430631	.	+	.	" ""DNAJC8P1"""	[]
2010243	14	havana	gene	35447003	35447625	.	-	.	" ""AL133163.3"""	[]
2010247	14	havana	gene	35468272	35469330	.	+	.	" ""RPS3AP4"""	[]
2010251	14	havana	gene	35511825	35513089	.	-	.	" ""KRT18P6"""	[]
2010254	14	ensembl_havana	gene	35534164	35537054	.	+	.	" ""INSM2"""	[]
2010262	14	ensembl_havana	gene	35538352	35809304	.	-	.	" ""RALGAPA1"""	[]
2010814	14	ensembl	gene	35756327	35756463	.	+	.	" ""AL137818.1"""	[]
2010817	14	havana	gene	35765795	35767110	.	+	.	" ""QRSL1P3"""	[]
2010820	14	havana	gene	35819224	35826765	.	-	.	" ""AL162311.3"""	[]
2010824	14	havana	gene	35819837	35820220	.	+	.	" ""NUTF2P2"""	[]
2010827	14	ensembl_havana	gene	35826338	35932325	.	+	.	" ""BRMS1L"""	[]
2010926	14	havana	gene	35873857	35875303	.	+	.	" ""AL162311.1"""	[]
2010930	14	havana	gene	35881001	35881709	.	+	.	" ""AL162311.2"""	[]
2010933	14	havana	gene	35897936	36068261	.	+	.	" ""AL133304.3"""	[]
2010968	14	havana	gene	35947556	35950044	.	-	.	" ""AL133304.1"""	[]
2010972	14	havana	gene	36054197	36055313	.	-	.	" ""ILF2P2"""	[]
2010975	14	havana	gene	36061026	36067190	.	-	.	" ""AL133304.2"""	[]
2010980	14	havana	gene	36070427	36165288	.	+	.	" ""LINC00609"""	[]
2010985	14	havana	gene	36136108	36176468	.	-	.	" ""PTCSC3"""	[]
2010991	14	havana	gene	36213200	36235608	.	+	.	" ""AL162511.1"""	[]
2010996	14	ensembl	gene	36231555	36231774	.	-	.	" ""RN7SKP21"""	[]
2010999	14	ensembl_havana	gene	36298564	36320637	.	-	.	" ""MBIP"""	[]
2011161	14	havana	gene	36320753	36656163	.	+	.	" ""AL132857.1"""	[]
2011172	14	havana	gene	36371165	36372383	.	+	.	" ""DPPA3P2"""	[]
2011177	14	ensembl	gene	36405214	36405274	.	+	.	" ""RNU7-93P"""	[]
2011180	14	havana	gene	36473207	36519521	.	-	.	" ""SFTA3"""	[]
2011187	14	ensembl_havana	gene	36473288	36513829	.	-	.	" ""SFTA3"""	[]
2011281	14	ensembl_havana	gene	36516392	36521149	.	-	.	" ""NKX2-1"""	[]
2011335	14	havana	gene	36519278	36523016	.	+	.	" ""NKX2-1-AS1"""	[]
2011339	14	havana	gene	36533506	36534538	.	-	.	" ""PHKBP2"""	[]
2011343	14	havana	gene	36577543	36578005	.	-	.	" ""RPL29P3"""	[]
2011346	14	ensembl_havana	gene	36580004	36582614	.	-	.	" ""NKX2-8"""	[]
2011356	14	ensembl	gene	36593839	36594147	.	-	.	" ""RN7SKP257"""	[]
2011359	14	havana	gene	36647083	36658801	.	-	.	" ""AL079303.1"""	[]
2011363	14	ensembl_havana	gene	36657568	36679715	.	+	.	" ""PAX9"""	[]
2011415	14	havana	gene	36677921	37172606	.	-	.	" ""SLC25A21"""	[]
2011481	14	havana	gene	36788644	36807163	.	+	.	" ""AL162464.2"""	[(14, 36733152.0, 36833392.0), (14, 36683152.0, 36883392.0)]
2011485	14	havana	gene	36808871	36828729	.	+	.	" ""AL162464.1"""	[(14, 36733152.0, 36833392.0), (14, 36683152.0, 36883392.0)]
2011489	14	mirbase	gene	36952309	36952391	.	-	.	" ""MIR4503"""	[]
2011492	14	havana	gene	37097062	37098563	.	-	.	" ""AL079304.1"""	[]
2011496	14	havana	gene	37171888	37173811	.	+	.	" ""SLC25A21-AS1"""	[]
2011499	14	ensembl	gene	37187219	37187314	.	+	.	" ""RNU6-273P"""	[]
2011502	14	ensembl_havana	gene	37197913	37552361	.	+	.	" ""MIPOL1"""	[]
2011789	14	ensembl	gene	37434469	37434573	.	-	.	" ""RNU6-886P"""	[]
2011792	14	havana	gene	37556158	37567095	.	-	.	" ""AL121790.2"""	[]
2011799	14	havana	gene	37564047	37579125	.	+	.	" ""AL121790.1"""	[]
2011803	14	ensembl_havana	gene	37589552	37596059	.	-	.	" ""FOXA1"""	[]
2011833	14	ensembl_havana	gene	37595847	38041442	.	+	.	" ""TTC6"""	[]
2012096	14	ensembl	gene	37720425	37720561	.	+	.	" ""AL136296.1"""	[]
2012099	14	ensembl	gene	37827798	37827904	.	-	.	" ""RNU6-1277P"""	[]
2012102	14	havana	gene	37896060	37902372	.	-	.	" ""LINC00517"""	[]
2012109	14	havana	gene	38003113	38004847	.	-	.	" ""AL359233.1"""	[]
2012113	14	havana	gene	38034287	38194281	.	-	.	" ""AL392023.2"""	[]
2012123	14	havana	gene	38190983	38202923	.	+	.	" ""AL392023.1"""	[]
2012128	14	ensembl_havana	gene	38207904	38213067	.	+	.	" ""SSTR1"""	[]
2012140	14	ensembl_havana	gene	38254000	38256093	.	-	.	" ""CLEC14A"""	[]
2012148	14	havana	gene	38256202	38371338	.	+	.	" ""AL355835.1"""	[]
2012194	14	havana	gene	38605255	38606098	.	+	.	" ""AL357094.1"""	[]
2012197	14	havana	gene	38727275	38728481	.	+	.	" ""KRT8P1"""	[]
2012200	14	havana	gene	38738155	38948273	.	-	.	" ""LINC00639"""	[]
2012303	14	havana	gene	38835389	38835788	.	+	.	" ""AL132994.1"""	[]
2012306	14	havana	gene	38973399	38974085	.	-	.	" ""AL132994.2"""	[]
2012309	14	ensembl	gene	38987281	38987383	.	+	.	" ""Y_RNA"""	[]
2012312	14	ensembl_havana	gene	39031919	39109646	.	-	.	" ""SEC23A"""	[]
2012539	14	havana	gene	39090901	39091101	.	+	.	" ""AL109628.1"""	[]
2012542	14	havana	gene	39103140	39103812	.	+	.	" ""SEC23A-AS1"""	[]
2012546	14	havana	gene	39108342	39108707	.	+	.	" ""PPIAP4"""	[]
2012549	14	ensembl_havana	gene	39114223	39136973	.	+	.	" ""GEMIN2"""	[]
2012766	14	ensembl_havana	gene	39147811	39170532	.	-	.	" ""TRAPPC6B"""	[]
2012851	14	havana	gene	39147833	39151363	.	+	.	" ""AL109628.2"""	[]
2012855	14	havana	gene	39156742	39157852	.	+	.	" ""RPL7AP2"""	[]
2012859	14	havana	gene	39174885	39175880	.	-	.	" ""AL132639.3"""	[]
2012863	14	ensembl_havana	gene	39175183	39183220	.	+	.	" ""PNN"""	[]
2012929	14	havana	gene	39211781	39212255	.	+	.	" ""AL132639.1"""	[]
2012932	14	havana	gene	39215065	39216335	.	+	.	" ""YTHDF2P1"""	[]
2012935	14	ensembl_havana	gene	39230231	39388513	.	+	.	" ""MIA2"""	[]
2013609	14	havana	gene	39265703	39267061	.	-	.	" ""AL132639.2"""	[]
2013615	14	havana	gene	39370279	39370756	.	-	.	" ""AL157791.2"""	[]
2013618	14	havana	gene	39385404	39387102	.	-	.	" ""AL157791.1"""	[]
2013621	14	ensembl_havana	gene	39397669	39432500	.	-	.	" ""FBXO33"""	[]
2013651	14	havana	gene	39432599	40390547	.	+	.	" ""AL049828.1"""	[]
2013772	14	havana	gene	40267283	40348331	.	-	.	" ""AL049828.2"""	[]
2013777	14	havana	gene	40630006	40905513	.	+	.	" ""AL390800.1"""	[]
2013796	14	havana	gene	40954693	41149309	.	+	.	" ""LINC02315"""	[]
2013807	14	havana	gene	41296286	41298734	.	+	.	" ""AL391516.1"""	[]
2013810	14	havana	gene	41514972	41515350	.	-	.	" ""AL356596.1"""	[]
2013813	14	havana	gene	41555662	41556055	.	-	.	" ""AL121821.3"""	[]
2013816	14	havana	gene	41583657	41604988	.	-	.	" ""AL121821.2"""	[]
2013824	14	ensembl	gene	41594463	41594591	.	+	.	" ""AL121821.1"""	[]
2013827	14	ensembl_havana	gene	41607570	41904549	.	+	.	" ""LRFN5"""	[]
2013885	14	havana	gene	41742639	41742963	.	+	.	" ""FKBP1BP1"""	[]
2013888	14	havana	gene	42259731	42268586	.	-	.	" ""AL445074.1"""	[]
2013892	14	havana	gene	42362983	42703655	.	+	.	" ""AL442163.1"""	[]
2013898	14	havana	gene	42412573	42528888	.	+	.	" ""AL450442.1"""	[]
2013902	14	havana	gene	42608868	42609577	.	+	.	" ""AL442163.2"""	[]
2013905	14	havana	gene	42657763	42657918	.	-	.	" ""AL442163.3"""	[]
2013908	14	havana	gene	42807378	42808112	.	-	.	" ""AL356800.1"""	[]
2013911	14	havana	gene	42989201	42989483	.	+	.	" ""AL163153.1"""	[]
2013914	14	havana	gene	43274824	43275697	.	+	.	" ""AL445383.1"""	[]
2013917	14	havana	gene	43300263	43300595	.	+	.	" ""HNRNPUP1"""	[]
2013920	14	havana_tagene	gene	43308648	43314803	.	+	.	" ""AL583809.1"""	[]
2013925	14	havana	gene	43540883	43541826	.	-	.	" ""KRT8P2"""	[]
2013928	14	havana	gene	43592142	43592262	.	-	.	" ""AL358913.1"""	[]
2013931	14	havana	gene	43595136	43596683	.	+	.	" ""AL358913.2"""	[]
2013934	14	havana	gene	43990539	44386064	.	-	.	" ""LINC02307"""	[]
2013944	14	havana	gene	44077534	44077884	.	-	.	" ""EIF4BP1"""	[]
2013947	14	havana	gene	44120210	44120761	.	-	.	" ""AL109766.1"""	[]
2013950	14	havana	gene	44290997	44291718	.	-	.	" ""YWHAZP1"""	[]
2013953	14	havana	gene	44392531	44393716	.	-	.	" ""AL161752.1"""	[]
2013960	14	havana	gene	44444747	44480626	.	-	.	" ""LINC02277"""	[]
2013974	14	ensembl_havana	gene	44504149	44507283	.	-	.	" ""FSCB"""	[]
2013982	14	havana	gene	44507385	44567467	.	+	.	" ""AL356022.1"""	[]
2013998	14	havana	gene	44763153	44782829	.	-	.	" ""LINC02302"""	[]
2014009	14	havana	gene	44860316	44866247	.	-	.	" ""DOCK11P1"""	[]
2014012	14	havana	gene	44876874	44897077	.	-	.	" ""AL049870.2"""	[]
2014016	14	havana	gene	44887434	44887741	.	-	.	" ""AL049870.1"""	[]
2014019	14	havana	gene	44888556	44889041	.	-	.	" ""AL049870.4"""	[]
2014022	14	ensembl_havana	gene	44897275	44907257	.	+	.	" ""C14orf28"""	[]
2014060	14	havana	gene	44898908	44911863	.	-	.	" ""AL049870.3"""	[]
2014065	14	ensembl_havana	gene	44924319	45042322	.	-	.	" ""KLHL28"""	[]
2014129	14	ensembl_havana	gene	44962190	45074431	.	+	.	" ""TOGARAM1"""	[]
2014305	14	havana	gene	45079849	45080189	.	+	.	" ""AL121809.2"""	[]
2014308	14	havana	gene	45083045	45083977	.	-	.	" ""AL121809.1"""	[]
2014312	14	ensembl_havana	gene	45084107	45116282	.	+	.	" ""PRPF39"""	[]
2014539	14	ensembl	gene	45088243	45088308	.	+	.	" ""SNORD58"""	[]
2014542	14	ensembl	gene	45110883	45110968	.	+	.	" ""SNORD127"""	[]
2014545	14	ensembl_havana	gene	45115599	45135319	.	-	.	" ""FKBP3"""	[]
2014607	14	ensembl_havana	gene	45135930	45200890	.	+	.	" ""FANCM"""	[]
2014826	14	ensembl_havana	gene	45203190	45253540	.	-	.	" ""MIS18BP1"""	[]
2014969	14	ensembl	gene	45274359	45274477	.	-	.	" ""RNU6-552P"""	[]
2014972	14	havana	gene	45290036	45290386	.	+	.	" ""DNAJC19P9"""	[]
2014975	14	havana	gene	45369215	45370839	.	+	.	" ""AL162632.3"""	[]
2014978	14	havana	gene	45377268	45389286	.	+	.	" ""AL162632.1"""	[]
2014982	14	havana	gene	45502742	45503140	.	-	.	" ""AL162632.2"""	[]
2014985	14	havana	gene	45567995	45569069	.	+	.	" ""AL139354.1"""	[]
2014989	14	havana	gene	45706250	45715952	.	-	.	" ""LINC02303"""	[]
2015009	14	havana	gene	45891087	46501903	.	+	.	" ""LINC00871"""	[]
2015053	14	ensembl_havana	gene	46651010	46651781	.	-	.	" ""RPL10L"""	[]
2015061	14	ensembl_havana	gene	46840092	47675605	.	-	.	" ""MDGA2"""	[]
2015266	14	ensembl	gene	46960423	46960546	.	+	.	" ""AL359951.1"""	[]
2015269	14	havana	gene	46996454	46997174	.	+	.	" ""RPA2P1"""	[]
2015272	14	havana	gene	47200575	47201104	.	-	.	" ""RPL13AP2"""	[]
2015275	14	havana	gene	47444106	47444494	.	-	.	" ""RPS15AP3"""	[]
2015278	14	mirbase	gene	47760995	47761104	.	-	.	" ""MIR548Y"""	[]
2015281	14	havana	gene	47764954	47795302	.	-	.	" ""LINC00648"""	[]
2015298	14	havana	gene	47801926	47802201	.	-	.	" ""AL121576.1"""	[]
2015301	14	havana	gene	48045481	48046216	.	+	.	" ""AL359212.1"""	[]
2015305	14	havana_tagene	gene	48194174	48228216	.	+	.	" ""AL512358.1"""	[]
2015312	14	havana_tagene	gene	48262021	48265609	.	-	.	" ""AL512358.2"""	[]
2015316	14	havana	gene	48319068	48319394	.	-	.	" ""AL358335.3"""	[]
2015319	14	ensembl	gene	48341226	48341332	.	-	.	" ""RNU6-297P"""	[]
2015322	14	havana	gene	48394815	48491767	.	-	.	" ""AL358335.2"""	[]
2015337	14	havana	gene	48398310	48399375	.	+	.	" ""AL358335.1"""	[]
2015340	14	havana	gene	48489883	48490434	.	+	.	" ""RPL18P1"""	[]
2015343	14	havana	gene	48819360	48819593	.	+	.	" ""AL512360.1"""	[]
2015346	14	havana	gene	49057713	49077505	.	-	.	" ""AL110505.1"""	[]
2015352	14	havana	gene	49373966	49374383	.	+	.	" ""AL512361.1"""	[]
2015355	14	ensembl	gene	49552633	49552748	.	+	.	" ""RNA5SP384"""	[]
2015358	14	ensembl_havana	gene	49570984	49599164	.	-	.	" ""RPS29"""	[]
2015428	14	havana	gene	49577392	49577794	.	-	.	" ""RPL32P29"""	[]
2015431	14	ensembl	gene	49586580	49586878	.	+	.	" ""RN7SL1"""	[]
2015434	14	ensembl	gene	49592236	49592337	.	-	.	" ""Y_RNA"""	[]
2015437	14	ensembl_havana	gene	49598761	49614672	.	+	.	" ""LRR1"""	[]
2015497	14	havana	gene	49599994	49600572	.	+	.	" ""RHOQP1"""	[]
2015500	14	havana	gene	49601011	49601124	.	-	.	" ""AL139099.3"""	[]
2015503	14	ensembl_havana	gene	49618530	49620626	.	-	.	" ""RPL36AL"""	[]
2015513	14	ensembl_havana	gene	49620799	49623481	.	+	.	" ""MGAT2"""	[]
2015521	14	havana	gene	49620815	49623480	.	-	.	" ""AL139099.1"""	[]
2015525	14	ensembl_havana	gene	49625174	49635230	.	-	.	" ""DNAAF2"""	[]
2015546	14	havana	gene	49629291	49629890	.	-	.	" ""AL139099.2"""	[]
2015550	14	ensembl_havana	gene	49643555	49688422	.	-	.	" ""POLE2"""	[]
2015731	14	havana	gene	49677369	49677893	.	+	.	" ""AL591767.3"""	[]
2015734	14	havana	gene	49681302	49681886	.	+	.	" ""AL591767.2"""	[]
2015738	14	ensembl	gene	49684544	49684665	.	+	.	" ""RNU6ATAC30P"""	[]
2015741	14	ensembl_havana	gene	49693105	49753150	.	+	.	" ""KLHDC1"""	[]
2015876	14	havana	gene	49707667	49708792	.	-	.	" ""AL591767.1"""	[]
2015880	14	ensembl_havana	gene	49768130	49786385	.	+	.	" ""KLHDC2"""	[]
2016056	14	ensembl_havana	gene	49782083	49852821	.	-	.	" ""NEMF"""	[]
2016319	14	ensembl	gene	49839401	49839493	.	-	.	" ""Y_RNA"""	[]
2016322	14	ensembl	gene	49839725	49839827	.	+	.	" ""RNU6-539P"""	[]
2016325	14	ensembl	gene	49853616	49853914	.	-	.	" ""RN7SL3"""	[]
2016328	14	havana	gene	49861176	49864326	.	-	.	" ""AL627171.2"""	[]
2016348	14	ensembl	gene	49862550	49862849	.	-	.	" ""RN7SL2"""	[]
2016351	14	havana	gene	49863072	49864379	.	+	.	" ""AL627171.1"""	[]
2016354	14	ensembl_havana	gene	49893082	49897054	.	+	.	" ""ARF6"""	[]
